word:I start_time:0:0 end_time:0:0
word:have start_time:0:0 end_time:0:0
word:the start_time:0:0 end_time:0:0
word:pleasure start_time:0:0 end_time:0:1
word:to start_time:0:1 end_time:0:1
word:present start_time:0:1 end_time:0:1
word:for start_time:0:1 end_time:0:1
word:you start_time:0:1 end_time:0:2
word:dr. start_time:0:2 end_time:0:3
word:Martin start_time:0:3 end_time:0:3
word:Luther start_time:0:3 end_time:0:3
word:King start_time:0:3 end_time:0:3
word:I start_time:0:12 end_time:0:13
word:am start_time:0:13 end_time:0:13
word:happy start_time:0:13 end_time:0:14
word:to start_time:0:14 end_time:0:14
word:John start_time:0:14 end_time:0:15
word:with start_time:0:15 end_time:0:15
word:you start_time:0:15 end_time:0:15
word:today start_time:0:15 end_time:0:16
word:are start_time:0:18 end_time:0:18
word:buffalo start_time:0:18 end_time:0:19
word:go start_time:0:19 end_time:0:20
word:down start_time:0:20 end_time:0:20
word:in start_time:0:20 end_time:0:21
word:history start_time:0:21 end_time:0:21
word:as start_time:0:23 end_time:0:23
word:the start_time:0:23 end_time:0:23
word:greatest start_time:0:23 end_time:0:24
word:demonstration start_time:0:24 end_time:0:24
word:for start_time:0:24 end_time:0:25
word:freedom start_time:0:25 end_time:0:26
word:in start_time:0:26 end_time:0:26
word:the start_time:0:26 end_time:0:27
word:history start_time:0:27 end_time:0:27
word:of start_time:0:27 end_time:0:27
word:our start_time:0:27 end_time:0:28
word:nation start_time:0:28 end_time:0:28
word:five start_time:0:37 end_time:0:38
word:score start_time:0:38 end_time:0:38
word:years start_time:0:38 end_time:0:39
word:ago start_time:0:39 end_time:0:40
word:a start_time:0:43 end_time:0:43
word:great start_time:0:43 end_time:0:43
word:American start_time:0:43 end_time:0:43
word:in start_time:0:43 end_time:0:44
word:whose start_time:0:44 end_time:0:44
word:symbolic start_time:0:44 end_time:0:45
word:Shadow start_time:0:45 end_time:0:45
word:We start_time:0:45 end_time:0:46
word:Stand start_time:0:46 end_time:0:46
word:today start_time:0:46 end_time:0:47
word:signed start_time:0:49 end_time:0:50
word:the start_time:0:50 end_time:0:50
word:Emancipation start_time:0:50 end_time:0:51
word:Proclamation start_time:0:51 end_time:0:52
word:this start_time:0:55 end_time:0:55
word:momentous start_time:0:55 end_time:0:56
word:decree start_time:0:56 end_time:0:56
word:came start_time:0:56 end_time:0:57
word:as start_time:0:59 end_time:0:59
word:a start_time:0:59 end_time:0:59
word:great start_time:0:59 end_time:1:0
word:Beacon start_time:1:0 end_time:1:0
word:Light start_time:1:0 end_time:1:0
word:Of start_time:1:0 end_time:1:0
word:Hope start_time:1:0 end_time:1:1
word:to start_time:1:1 end_time:1:1
word:millions start_time:1:1 end_time:1:1
word:of start_time:1:1 end_time:1:2
word:negro start_time:1:2 end_time:1:2
word:slaves start_time:1:2 end_time:1:3
word:who start_time:1:4 end_time:1:5
word:has start_time:1:5 end_time:1:5
word:been start_time:1:5 end_time:1:5
word:seared start_time:1:5 end_time:1:6
word:in start_time:1:6 end_time:1:6
word:the start_time:1:6 end_time:1:6
