word:taxonomy start_time:0:0 end_time:0:0
word:is start_time:0:0 end_time:0:1
word:the start_time:0:1 end_time:0:1
word:science start_time:0:1 end_time:0:1
word:of start_time:0:1 end_time:0:2
word:classifying start_time:0:2 end_time:0:3
word:living start_time:0:3 end_time:0:3
word:thing start_time:0:3 end_time:0:3
word:that start_time:0:3 end_time:0:4
word:sounds start_time:0:4 end_time:0:4
word:exciting start_time:0:4 end_time:0:5
word:today start_time:0:5 end_time:0:6
word:we'll start_time:0:6 end_time:0:6
word:basically start_time:0:6 end_time:0:7
word:be start_time:0:7 end_time:0:7
word:learning start_time:0:7 end_time:0:8
word:the start_time:0:8 end_time:0:8
word:Dewey start_time:0:8 end_time:0:9
word:Decimal start_time:0:9 end_time:0:9
word:System start_time:0:9 end_time:0:9
word:Of start_time:0:9 end_time:0:10
word:Evolution start_time:0:10 end_time:0:11
word:it's start_time:0:11 end_time:0:11
word:like start_time:0:11 end_time:0:11
word:filing start_time:0:11 end_time:0:12
word:must start_time:0:12 end_time:0:13
word:be start_time:0:13 end_time:0:14
word:on start_time:0:14 end_time:0:14
word:the start_time:0:14 end_time:0:14
word:edge start_time:0:14 end_time:0:14
word:of start_time:0:14 end_time:0:14
word:your start_time:0:14 end_time:0:14
word:seat start_time:0:14 end_time:0:14
word:okay start_time:0:14 end_time:0:15
word:shut start_time:0:15 end_time:0:15
word:up start_time:0:15 end_time:0:15
word:when start_time:0:15 end_time:0:16
word:it start_time:0:16 end_time:0:16
word:comes start_time:0:16 end_time:0:16
word:down start_time:0:16 end_time:0:16
word:to start_time:0:16 end_time:0:17
word:it start_time:0:17 end_time:0:17
word:the start_time:0:17 end_time:0:17
word:science start_time:0:17 end_time:0:18
word:doesn't start_time:0:18 end_time:0:18
word:just start_time:0:18 end_time:0:18
word:categorize start_time:0:18 end_time:0:19
word:organisms start_time:0:19 end_time:0:19
word:when start_time:0:19 end_time:0:19
word:you start_time:0:19 end_time:0:20
word:look start_time:0:20 end_time:0:20
word:a start_time:0:20 end_time:0:20
word:little start_time:0:20 end_time:0:20
word:deeper start_time:0:20 end_time:0:20
word:you start_time:0:20 end_time:0:21
word:realize start_time:0:21 end_time:0:21
word:it's start_time:0:21 end_time:0:22
word:telling start_time:0:22 end_time:0:22
word:the start_time:0:22 end_time:0:23
word:story start_time:0:23 end_time:0:23
word:of start_time:0:23 end_time:0:23
word:all start_time:0:23 end_time:0:24
word:life start_time:0:24 end_time:0:24
word:on start_time:0:24 end_time:0:24
word:Earth start_time:0:24 end_time:0:25
word:and start_time:0:25 end_time:0:25
word:it's start_time:0:25 end_time:0:26
word:a start_time:0:26 end_time:0:26
word:pretty start_time:0:26 end_time:0:26
word:good start_time:0:26 end_time:0:26
word:story start_time:0:26 end_time:0:27
word:every start_time:0:36 end_time:0:37
word:living start_time:0:37 end_time:0:37
word:thing start_time:0:37 end_time:0:38
word:on start_time:0:38 end_time:0:38
word:this start_time:0:38 end_time:0:38
word:planet start_time:0:38 end_time:0:38
word:is start_time:0:38 end_time:0:39
word:related start_time:0:39 end_time:0:39
word:to start_time:0:39 end_time:0:39
word:every start_time:0:39 end_time:0:40
word:other start_time:0:40 end_time:0:40
word:living start_time:0:40 end_time:0:41
word:thing start_time:0:41 end_time:0:41
word:if start_time:0:41 end_time:0:41
word:you start_time:0:41 end_time:0:42
word:go start_time:0:42 end_time:0:42
word:far start_time:0:42 end_time:0:42
word:enough start_time:0:42 end_time:0:42
word:back start_time:0:42 end_time:0:43
word:we start_time:0:43 end_time:0:43
word:all start_time:0:43 end_time:0:44
word:have start_time:0:44 end_time:0:44
word:a start_time:0:44 end_time:0:44
word:common start_time:0:44 end_time:0:44
word:ancestor start_time:0:44 end_time:0:44
word:an start_time:0:44 end_time:0:46
word:organism start_time:0:46 end_time:0:46
word:that start_time:0:46 end_time:0:46
word:both start_time:0:46 end_time:0:47
word:you start_time:0:47 end_time:0:47
word:and start_time:0:47 end_time:0:47
word:I start_time:0:47 end_time:0:47
word:are start_time:0:47 end_time:0:48
word:descended start_time:0:48 end_time:0:48
word:from start_time:0:48 end_time:0:48
word:or start_time:0:48 end_time:0:49
word:something start_time:0:49 end_time:0:49
word:that start_time:0:49 end_time:0:50
word:a start_time:0:50 end_time:0:50
word:starfish start_time:0:50 end_time:0:50
word:and start_time:0:50 end_time:0:51
word:a start_time:0:51 end_time:0:51
word:blue start_time:0:51 end_time:0:51
word:whale start_time:0:51 end_time:0:51
word:or start_time:0:51 end_time:0:51
word:both start_time:0:51 end_time:0:52
word:descended start_time:0:52 end_time:0:52
word:from start_time:0:52 end_time:0:52
