word:in start_time:0:0 end_time:0:0
word:my start_time:0:0 end_time:0:0
word:humble start_time:0:0 end_time:0:1
word:opinion start_time:0:1 end_time:0:1
word:the start_time:0:1 end_time:0:2
word:single start_time:0:2 end_time:0:3
word:most start_time:0:3 end_time:0:3
word:important start_time:0:3 end_time:0:3
word:biochemical start_time:0:3 end_time:0:4
word:reaction start_time:0:4 end_time:0:5
word:is start_time:0:5 end_time:0:7
word:cellular start_time:0:7 end_time:0:8
word:cellular start_time:0:8 end_time:0:9
word:respiration start_time:0:11 end_time:0:13
word:and start_time:0:13 end_time:0:13
word:the start_time:0:13 end_time:0:14
word:reason start_time:0:14 end_time:0:14
word:why start_time:0:14 end_time:0:14
word:I start_time:0:14 end_time:0:15
word:feel start_time:0:15 end_time:0:15
word:so start_time:0:15 end_time:0:16
word:strongly start_time:0:16 end_time:0:16
word:about start_time:0:16 end_time:0:16
word:how start_time:0:16 end_time:0:18
word:we start_time:0:18 end_time:0:18
word:derive start_time:0:18 end_time:0:19
word:energy start_time:0:19 end_time:0:19
word:from start_time:0:19 end_time:0:20
word:glucose start_time:0:20 end_time:0:25
word:carbohydrates start_time:0:25 end_time:0:28
word:from start_time:0:28 end_time:0:35
word:glucose start_time:0:35 end_time:0:38
word:to start_time:0:38 end_time:0:40
word:energy start_time:0:40 end_time:0:40
word:chemical start_time:0:40 end_time:0:48
word:formula start_time:0:48 end_time:0:49
word:for start_time:0:49 end_time:0:49
word:glucose start_time:0:49 end_time:0:50
word:carbon-12 start_time:0:50 end_time:0:54
word:hydrogen start_time:0:54 end_time:0:55
word:and start_time:0:55 end_time:0:56
word:oxygen start_time:0:56 end_time:0:56
word:glucose start_time:0:56 end_time:0:58
word:right start_time:0:58 end_time:0:58
word:there start_time:0:58 end_time:0:59
word:if start_time:0:59 end_time:1:0
word:you start_time:1:0 end_time:1:0
word:had start_time:1:0 end_time:1:0
word:one start_time:1:0 end_time:1:0
word:mole start_time:1:0 end_time:1:1
word:of start_time:1:1 end_time:1:1
word:glucose start_time:1:1 end_time:1:2
word:and start_time:1:2 end_time:1:5
word:then start_time:1:5 end_time:1:6
word:one start_time:1:6 end_time:1:6
word:mole start_time:1:6 end_time:1:7
word:of start_time:1:7 end_time:1:7
word:glucose start_time:1:7 end_time:1:7
word:if start_time:1:7 end_time:1:8
word:you start_time:1:8 end_time:1:8
word:had start_time:1:8 end_time:1:8
word:6 start_time:1:8 end_time:1:9
word:moles start_time:1:9 end_time:1:10
word:of start_time:1:10 end_time:1:10
word:molecular start_time:1:10 end_time:1:10
word:oxygen start_time:1:10 end_time:1:11
word:running start_time:1:11 end_time:1:12
word:around start_time:1:12 end_time:1:12
word:the start_time:1:12 end_time:1:13
word:cell start_time:1:13 end_time:1:13
word:gross start_time:1:14 end_time:1:16
word:simplification start_time:1:16 end_time:1:17
word:for start_time:1:17 end_time:1:17
word:cellular start_time:1:17 end_time:1:18
word:respiration start_time:1:18 end_time:1:18
word:I start_time:1:18 end_time:1:19
word:think start_time:1:19 end_time:1:19
word:is start_time:1:19 end_time:1:19
word:going start_time:1:19 end_time:1:19
word:to start_time:1:19 end_time:1:19
word:appreciate start_time:1:19 end_time:1:19
word:over start_time:1:19 end_time:1:20
word:the start_time:1:20 end_time:1:20
word:course start_time:1:20 end_time:1:20
word:of start_time:1:20 end_time:1:20
word:the start_time:1:20 end_time:1:20
word:next start_time:1:20 end_time:1:21
word:one start_time:1:21 end_time:1:22
word:can start_time:1:22 end_time:1:22
word:get start_time:1:22 end_time:1:22
word:as start_time:1:22 end_time:1:23
word:involved start_time:1:23 end_time:1:23
word:into start_time:1:23 end_time:1:24
word:the start_time:1:24 end_time:1:24
word:into start_time:1:24 end_time:1:24
word:this start_time:1:24 end_time:1:25
word:mechanism start_time:1:25 end_time:1:25
word:as start_time:1:25 end_time:1:25
word:possible start_time:1:25 end_time:1:26
word:I start_time:1:26 end_time:1:26
word:think start_time:1:26 end_time:1:26
word:it's start_time:1:26 end_time:1:26
word:nice start_time:1:26 end_time:1:26
word:to start_time:1:26 end_time:1:27
word:get start_time:1:27 end_time:1:27
word:the start_time:1:27 end_time:1:27
word:big start_time:1:27 end_time:1:27
word:picture start_time:1:27 end_time:1:27
word:just start_time:1:27 end_time:1:28
word:give start_time:1:28 end_time:1:28
word:me start_time:1:28 end_time:1:28
word:some start_time:1:28 end_time:1:28
word:glucose start_time:1:28 end_time:1:29
word:if start_time:1:29 end_time:1:29
word:you start_time:1:29 end_time:1:29
word:have start_time:1:29 end_time:1:29
word:one start_time:1:29 end_time:1:30
word:mole start_time:1:30 end_time:1:30
word:of start_time:1:30 end_time:1:30
word:glucose start_time:1:30 end_time:1:30
word:through start_time:1:30 end_time:1:33
word:the start_time:1:33 end_time:1:33
word:process start_time:1:33 end_time:1:34
word:of start_time:1:34 end_time:1:34
word:cellular start_time:1:34 end_time:1:34
word:respiration start_time:1:34 end_time:1:34
word:right start_time:1:34 end_time:1:38
word:now start_time:1:38 end_time:1:38
word:cellular start_time:1:42 end_time:1:43
word:respiration start_time:1:43 end_time:1:44
word:of start_time:1:44 end_time:1:55
word:carbon start_time:1:55 end_time:1:56
word:dioxide start_time:1:56 end_time:1:56
word:6 start_time:1:58 end_time:1:58
word:moles start_time:1:58 end_time:1:59
word:of start_time:1:59 end_time:1:59
word:water start_time:1:59 end_time:2:0
word:energy start_time:2:7 end_time:2:8
word:to start_time:2:8 end_time:2:9
word:produce start_time:2:9 end_time:2:9
word:the start_time:2:9 end_time:2:10
word:energy start_time:2:10 end_time:2:10
word:that start_time:2:10 end_time:2:10
word:that start_time:2:10 end_time:2:12
word:that start_time:2:12 end_time:2:12
word:can start_time:2:12 end_time:2:12
word:be start_time:2:12 end_time:2:12
word:used start_time:2:12 end_time:2:12
word:as start_time:2:12 end_time:2:27
word:a start_time:2:27 end_time:2:27
word:mechanism start_time:2:27 end_time:2:28
word:is start_time:2:42 end_time:2:42
word:the start_time:2:42 end_time:2:43
word:energy start_time:2:43 end_time:2:43
word:currency start_time:2:43 end_time:2:45
word:for start_time:2:45 end_time:2:45
word:biological start_time:2:45 end_time:2:46
word:systems start_time:2:46 end_time:2:47
word:and start_time:2:47 end_time:2:47
word:so start_time:2:47 end_time:2:48
word:you start_time:2:48 end_time:2:48
word:might start_time:2:48 end_time:2:48
word:as start_time:2:48 end_time:2:48
word:well start_time:2:48 end_time:2:48
word:looks start_time:2:48 end_time:2:48
word:like start_time:2:48 end_time:2:49
word:both start_time:2:49 end_time:2:55
word:answers start_time:2:55 end_time:2:55
word:would start_time:2:55 end_time:2:55
word:be start_time:2:55 end_time:2:55
word:correct start_time:2:55 end_time:2:56
word:but start_time:2:56 end_time:2:57
word:just start_time:2:57 end_time:2:57
word:to start_time:2:57 end_time:2:57
word:see start_time:2:57 end_time:2:57
word:how start_time:2:57 end_time:2:58
word:it start_time:2:58 end_time:2:58
word:kind start_time:2:58 end_time:2:58
word:of start_time:2:58 end_time:2:58
word:fits start_time:2:58 end_time:2:58
word:together start_time:2:58 end_time:2:58
word:is start_time:2:58 end_time:2:59
word:that start_time:2:59 end_time:2:59
word:the start_time:2:59 end_time:2:59
word:process start_time:2:59 end_time:3:0
word:of start_time:3:0 end_time:3:0
word:cellular start_time:3:0 end_time:3:0
word:respiration start_time:3:0 end_time:3:1
