word:hey start_time:0:12 end_time:0:12
word:everyone start_time:0:12 end_time:0:12
word:if start_time:0:12 end_time:0:13
word:I start_time:0:13 end_time:0:13
word:had start_time:0:13 end_time:0:13
word:to start_time:0:13 end_time:0:13
word:choose start_time:0:13 end_time:0:13
word:just start_time:0:13 end_time:0:14
word:one start_time:0:14 end_time:0:14
word:topic start_time:0:14 end_time:0:15
word:that start_time:0:15 end_time:0:15
word:makes start_time:0:15 end_time:0:15
word:all start_time:0:15 end_time:0:15
word:of start_time:0:15 end_time:0:15
word:the start_time:0:15 end_time:0:15
word:others start_time:0:15 end_time:0:16
word:in start_time:0:16 end_time:0:16
word:linear start_time:0:16 end_time:0:16
word:algebra start_time:0:16 end_time:0:16
word:start start_time:0:16 end_time:0:17
word:to start_time:0:17 end_time:0:17
word:click start_time:0:17 end_time:0:17
word:and start_time:0:17 end_time:0:18
word:which start_time:0:18 end_time:0:18
word:too start_time:0:18 end_time:0:18
word:often start_time:0:18 end_time:0:18
word:goes start_time:0:18 end_time:0:18
word:unlearn start_time:0:18 end_time:0:19
word:the start_time:0:19 end_time:0:19
word:first start_time:0:19 end_time:0:19
word:time start_time:0:19 end_time:0:20
word:a start_time:0:20 end_time:0:20
word:student start_time:0:20 end_time:0:20
word:takes start_time:0:20 end_time:0:20
word:linear start_time:0:20 end_time:0:20
word:algebra start_time:0:20 end_time:0:21
word:it'll start_time:0:21 end_time:0:21
word:be start_time:0:21 end_time:0:21
word:this start_time:0:21 end_time:0:22
word:one start_time:0:22 end_time:0:22
word:the start_time:0:22 end_time:0:22
word:idea start_time:0:22 end_time:0:23
word:of start_time:0:23 end_time:0:23
word:a start_time:0:23 end_time:0:23
word:linear start_time:0:23 end_time:0:23
word:transformation start_time:0:23 end_time:0:24
word:and start_time:0:24 end_time:0:25
word:its start_time:0:25 end_time:0:25
word:relation start_time:0:25 end_time:0:25
word:to start_time:0:25 end_time:0:25
word:matrices start_time:0:25 end_time:0:26
word:for start_time:0:26 end_time:0:27
word:this start_time:0:27 end_time:0:27
word:video start_time:0:27 end_time:0:27
word:I'm start_time:0:27 end_time:0:28
word:just start_time:0:28 end_time:0:28
word:going start_time:0:28 end_time:0:28
word:to start_time:0:28 end_time:0:28
word:focus start_time:0:28 end_time:0:28
word:on start_time:0:28 end_time:0:28
word:what start_time:0:28 end_time:0:29
word:these start_time:0:29 end_time:0:29
word:Transformations start_time:0:29 end_time:0:29
word:look start_time:0:29 end_time:0:30
word:like start_time:0:30 end_time:0:30
